step_times_dice,step_times_dice_hd
2.328443e8,7.313646e8
4.961042e8,4.710801e8
4.987453e8,8.688429e8
5.0673270000000006e8,8.53127e8
2.289892e8,6.953533e8
5.428802e8,4.487716e8
5.142685e8,7.326499e8
6.331375e8,6.953259e8
2.440307e8,6.003527e8
6.144746e8,4.523976e8
7.629658e8,8.233946e8
4.901471e8,7.09842e8
4.757198e8,6.149506e8
4.762271e8,6.800526e8
6.034169e8,5.504334e8
6.832273e8,7.112303e8
2.425427e8,5.806172e8
5.982716e8,5.967936e8
6.166891e8,6.400735e8
5.897332e8,7.11246e8
2.415007e8,5.024763e8
5.975641e8,5.864645e8
5.971066e8,7.09204e8
6.004334e8,6.855107e8
2.409878e8,4.746387e8
6.687553e8,7.998528e8
6.043108e8,5.72929e8
6.003877e8,9.038502e8
2.436865e8,5.0909819999999994e8
5.965512e8,5.849301e8
5.850946e8,7.046263e8
5.843164e8,7.408563e8
2.43251e8,4.65707e8
8.197726e8,6.381511e8
8.25488e8,1.1984227e9
7.935836e8,4.891917e8
2.286759e8,3.724922e8
7.944562e8,1.1423985e9
8.078198e8,7.648016e8
5.975998e8,7.936699e8
2.289372e8,7.347844e8
5.959889e8,6.576949e8
5.896816e8,7.552895e8
5.96455e8,8.579109e8
2.710925e8,8.0968e8
8.321503e8,9.800919e8
7.914328e8,7.093531e8
7.933951e8,8.641414e8
2.426523e8,7.064687e8
8.317035e8,5.183569e8
7.925404e8,7.199128e8
7.962978e8,5.586475e8
2.319008e8,6.856851e8
6.088356e8,5.67499e8
6.264107e8,4.727684e8
5.942877e8,9.219867e8
2.427354e8,6.811908e8
6.490281e8,6.025011e8
5.829072e8,4.540426e8
8.228034e8,6.977961e8
2.436685e8,6.734556e8
5.932051e8,5.330616e8
5.920641e8,7.048249e8
5.991215e8,8.207891e8
2.344188e8,6.877912e8
6.104857e8,5.762656e8
6.22622e8,7.239926e8
6.231465e8,7.995674e8
2.353468e8,5.96844e8
5.836684e8,5.42262e8
6.04605e8,5.468725e8
6.034909e8,7.434487e8
2.399703e8,6.031636e8
6.231237e8,5.737479e8
6.003348e8,5.509701e8
6.366339e8,7.488534e8
2.405678e8,5.855539e8
5.959287e8,4.149255e8
6.689016e8,7.212493e8
7.061564e8,7.34858e8
2.469628e8,5.957589e8
5.95754e8,4.04551e8
6.594056e8,9.478768e8
5.898133e8,7.643083e8
2.365428e8,6.014468e8
5.95432e8,4.438978e8
6.424446e8,7.252937e8
5.863937e8,9.140403e8
2.233602e8,5.351563e8
6.05336e8,4.544164e8
5.969572e8,7.297024e8
6.016259e8,7.494639e8
2.417171e8,5.497606e8
6.033342e8,4.293357e8
6.586802e8,7.120012e8
6.168516e8,7.260307e8
2.342046e8,4.895033e8
6.109394e8,6.132319e8
6.190927e8,6.236685e8
6.494409e8,7.025644e8
2.379334e8,4.627615e8
5.860773e8,5.681526e8
5.987869e8,7.206036e8
5.947006e8,7.227138e8
2.604865e8,4.407588e8
6.521368e8,6.966682e8
6.03104e8,6.33336e8
5.977549e8,7.173132e8
2.294935e8,4.607363e8
7.534236e8,7.207311e8
7.458771e8,5.760943e8
5.941966e8,7.146255e8
2.435493e8,5.1916130000000006e8
5.976102e8,5.860474e8
6.503773e8,8.469827e8
5.933347e8,6.763219e8
2.431599e8,5.2023149999999994e8
6.404586e8,6.447075e8
6.025097e8,8.753204e8
5.925684e8,1.0034863999999999e9
2.336722e8,5.234141e8
5.886987e8,1.0526742e9
6.280167e8,4.383845e8
6.488446e8,9.998759e8
2.306005e8,7.890148e8
6.04309e8,7.735507e8
6.447887e8,6.979034e8
6.549067e8,7.262943e8
2.404837e8,7.739995e8
6.092777e8,7.413667e8
6.42897e8,8.29735e8
5.94259e8,7.839713e8
2.406369e8,1.2326892e9
5.912269e8,6.925753e8
5.952965e8,9.243423e8
5.993989e8,7.451729e8
2.261538e8,7.167674e8
6.041821e8,7.980102e8
6.043788e8,6.908773e8
6.539296e8,7.137081e8
2.583724e8,7.411954e8
6.050946e8,6.704275e8
6.227822e8,6.968547e8
6.000071e8,8.920247e8
2.6623400000000003e8,7.479874e8
6.008664e8,1.2049083e9
6.125191e8,5.580102e8
6.025778e8,7.081984e8
2.379839e8,6.435476e8
8.001485e8,5.576533e8
6.14626e8,4.87554e8
5.989071e8,7.154996e8
2.253154e8,6.662373e8
6.036425e8,5.379859e8
5.975456e8,5.313643e8
6.579196e8,9.709877e8
2.763674e8,6.511019e8
6.807843e8,5.905637e8
7.232958e8,7.538584e8
7.933976e8,5.717987e8
2.416341e8,6.23677e8
5.958973e8,5.91276e8
6.090173e8,4.691937e8
6.164431e8,7.32037e8
2.321405e8,6.36881e8
5.953703e8,5.32803e8
5.909419e8,7.342695e8
6.064817e8,5.585848e8
2.436413e8,5.951905e8
5.843486e8,4.096254e8
5.950132e8,7.261831e8
6.191232e8,8.714236e8
2.339992e8,5.876573e8
6.405207e8,5.477685e8
8.135203e8,5.535543e8
6.001754e8,1.2520682e9
2.40668e8,7.855437e8
5.909347e8,7.365484e8
6.160301e8,5.541021e8
5.921158e8,8.619987e8
2.398933e8,5.951504e8
5.904847e8,4.435961e8
8.706511e8,6.993349e8
4.924188e8,7.79738e8
2.375875e8,5.535763e8
6.092957e8,4.477129e8
6.075914e8,7.401756e8
6.382001e8,7.152046e8
2.401814e8,7.292139e8
5.891369e8,4.378435e8
6.372282e8,8.68079e8
6.026698e8,8.96778e8
2.509013e8,7.154617e8
6.096989e8,4.393965e8
6.024304e8,8.657875e8
6.309983e8,9.651093e8
2.252001e8,5.404018e8
7.885235e8,5.604654e8
7.921479e8,6.356668e8
6.121392e8,7.458279e8
2.341125e8,5.159918e8
5.860722e8,7.57706e8
7.586887e8,7.310509e8
6.173773e8,8.018119e8
2.488878e8,5.585616e8
6.128698e8,5.1916969999999994e8
6.217375e8,9.410546e8
6.072541e8,5.503913e8
2.306055e8,4.993067e8
5.91107e8,6.908906e8
6.010721e8,7.07577e8
8.256596e8,5.609928e8
2.372357e8,4.826511e8
5.950848e8,6.300196e8
6.272681e8,9.425114e8
6.003825e8,5.530983e8
2.448542e8,5.1072379999999994e8
5.858289e8,1.0322591000000001e9
6.545306e8,7.273451e8
5.991194e8,7.269603e8
2.289098e8,5.950759e8
6.098268e8,1.0925895e9
6.15291e8,3.063666e8
7.71935e8,1.13293e9
2.399148e8,7.591925e8
6.086617e8,7.53145e8
6.102595e8,7.766743e8
5.959016e8,6.922256e8
2.442961e8,7.424581e8
5.971727e8,7.212581e8
5.994998e8,8.345332e8
6.104597e8,1.1124638e9
2.489713e8,6.431204e8
6.369023e8,5.551143e8
5.921386e8,4.622359e8
6.22351e8,7.255372e8
2.422516e8,6.477086e8
5.911873e8,5.844541e8
6.200043e8,6.627429e8
5.984242e8,7.753946e8
5.155056e8,6.71537e8
5.192953e8,5.750856e8
6.213202e8,4.725978e8
6.073715e8,9.315104e8
2.34678e8,6.666125e8
5.860319e8,5.57928e8
6.238962e8,4.925684e8
5.975197e8,9.406774e8
2.483369e8,6.479308e8
5.832224e8,5.405024e8
6.466479e8,5.599939e8
6.058073e8,7.079646e8
2.562834e8,5.978521e8
7.323466e8,5.894045e8
6.174099e8,5.69945e8
5.921982e8,7.238753e8
2.426031e8,6.507512e8
5.879586e8,5.2512539999999994e8
6.464271e8,5.565351e8
5.901696e8,8.601099e8
2.564146e8,5.960548e8
6.226057e8,4.069086e8
5.995768e8,7.138303e8
6.16711e8,7.41688e8
2.483674e8,6.070174e8
6.294511e8,4.025219e8
5.96196e8,7.117354e8
6.24016e8,9.860173e8
2.291466e8,5.946768e8
6.158115e8,6.792674e8
6.470074e8,5.54528e8
5.92677e8,9.341168e8
2.5237579999999997e8,5.291509e8
6.034419e8,4.547209e8
6.269439e8,7.352316e8
6.128049e8,6.96469e8
2.457455e8,5.22026e8
6.108478e8,4.841059e8
6.193174e8,7.177053e8
6.15564e8,8.655766e8
2.397319e8,5.2830540000000006e8
6.061832e8,5.2609550000000006e8
5.879883e8,7.0389e8
6.435562e8,9.207452e8
2.37612e8,6.622941e8
5.965276e8,5.037113e8
6.419428e8,7.821383e8
5.900779e8,5.723832e8
2.452219e8,6.418947e8
6.277156e8,4.013006e8
8.571718e8,7.138765e8
5.0391810000000006e8,7.393598e8
2.338975e8,5.068667e8
5.809285e8,6.110746e8
5.945805e8,7.545022e8
6.254712e8,8.158769e8
2.437982e8,4.920091e8
6.059756e8,6.499169e8
6.522079e8,7.761268e8
6.010588e8,7.186533e8
2.318302e8,4.723543e8
6.065282e8,5.915421e8
5.90878e8,7.131638e8
5.87566e8,9.144239e8
2.389062e8,4.410168e8
6.057342e8,5.850454e8
5.983799e8,9.473847e8
8.773065e8,7.52373e8
2.387411e8,5.0437659999999994e8
6.154768e8,6.262722e8
5.886544e8,9.192859e8
5.993914e8,5.775734e8
2.409806e8,5.0705199999999994e8
6.211587e8,1.0347918e9
6.776086e8,7.203079e8
6.547978e8,7.118055e8
2.336365e8,6.387396e8
5.905435e8,7.979576e8
5.948172e8,7.300545e8
6.77828e8,7.175677e8
2.396157e8,5.873891e8
5.982598e8,9.210174e8
6.052927e8,7.039886e8
5.955861e8,1.1967606e9
2.418351e8,7.230928e8
5.908668e8,7.72849e8
5.970319e8,7.414235e8
5.974204e8,7.350512e8
2.307708e8,6.846685e8
6.007347e8,8.500688e8
6.251992e8,6.9149e8
5.997084e8,7.422573e8
2.431479e8,7.529866e8
6.195154e8,8.092832e8
6.321923e8,7.043352e8
6.074191e8,1.1524139e9
2.560254e8,7.433737e8
5.955539e8,7.239536e8
6.312867e8,8.132059e8
6.11374e8,7.499222e8
2.310262e8,7.179115e8
6.043755e8,7.660374e8
6.062036e8,7.195918e8
5.901212e8,6.835721e8
2.356661e8,7.431067e8
6.300547e8,6.60845e8
5.969663e8,9.037901e8
5.893374e8,7.692419e8
2.5025740000000003e8,1.0585595999999999e9
6.04615e8,6.798084e8
5.960686e8,7.075841e8
5.942839e8,7.101349e8
2.245102e8,2.965762e8
5.940247e8,7.269295e8
6.125936e8,7.063888e8
6.020974e8,7.263105e8
2.451162e8,2.990687e8
6.083236e8,7.022776e8
6.060605e8,7.331903e8
6.082381e8,7.066433e8
2.450612e8,2.869141e8
5.880087e8,7.076467e8
5.999671e8,7.203191e8
5.971148e8,7.111527e8
2.355668e8,2.959509e8
6.065062e8,7.188716e8
6.654987e8,7.199201e8
6.925608e8,7.121776e8
2.521914e8,2.926229e8
6.363018e8,6.972956e8
5.915364e8,7.157248e8
6.033577e8,7.032812e8
2.430245e8,2.953938e8
5.919335e8,7.701439e8
5.883412e8,7.042065e8
6.040942e8,7.006782e8
2.5086360000000003e8,2.951859e8
6.13166e8,7.285858e8
6.605561e8,7.08363e8
6.024749e8,7.096083e8
2.479399e8,2.878899e8
6.023985e8,7.188122e8
6.45503e8,7.793766e8
6.019514e8,6.99757e8
2.35775e8,2.956999e8
6.156101e8,6.889602e8
6.092027e8,7.188958e8
6.800069e8,6.879414e8
2.424902e8,3.027907e8
6.416193e8,7.268057e8
6.438486e8,7.136872e8
6.494932e8,7.32043e8
2.478464e8,2.917642e8
8.790479e8,7.120809e8
4.999154e8,7.081841e8
5.026672e8,7.412604e8
2.404989e8,2.946472e8
4.963603e8,6.921834e8
4.944683e8,7.150841e8
5.3246610000000006e8,7.046233e8
4.840605e8,2.895449e8
4.787687e8,7.006727e8
5.987572e8,7.101243e8
6.032751e8,6.9044e8
2.61434e8,2.935693e8
6.054016e8,7.160968e8
5.959231e8,7.391497e8
6.119765e8,7.167788e8
2.429011e8,2.889841e8
6.274487e8,7.103024e8
6.127179e8,7.24479e8
5.981194e8,7.197842e8
2.482208e8,3.066394e8
6.069535e8,7.151009e8
6.352658e8,7.159109e8
6.36202e8,7.152292e8
2.41415e8,2.80624e8
5.98099e8,7.198896e8
6.51353e8,7.201374e8
6.023089e8,8.846986e8
2.431656e8,2.900963e8
5.949259e8,7.145803e8
6.310104e8,7.088277e8
6.178511e8,6.972649e8
2.42988e8,2.823517e8
6.2426e8,6.999603e8
8.477291e8,7.22191e8
4.655595e8,7.042477e8
2.436567e8,2.836575e8
5.8534e8,7.071993e8
6.250573e8,7.123419e8
5.950208e8,6.854963e8
2.329371e8,2.86508e8
5.928731e8,7.009491e8
5.932383e8,6.979429e8
5.985749e8,8.779226e8
2.400003e8,2.825082e8
5.922379e8,7.055825e8
6.607473e8,6.999032e8
6.060452e8,7.25485e8
2.5346239999999997e8,2.871122e8
6.322862e8,7.086955e8
6.21171e8,7.063776e8
6.083414e8,7.199679e8
2.345844e8,2.845155e8
6.535149e8,7.164326e8
6.162881e8,7.163074e8
5.928153e8,7.177271e8
2.358856e8,2.895699e8
6.189472e8,7.166792e8
6.687541e8,7.103285e8
5.939138e8,7.121914e8
2.512721e8,2.884704e8
6.542407e8,7.382378e8
5.925648e8,7.022587e8
5.923379e8,7.194244e8
2.338389e8,3.060266e8
5.961056e8,6.976717e8
6.107112e8,7.26389e8
6.162712e8,7.203501e8
2.333321e8,2.812393e8
5.862978e8,7.181774e8
6.137281e8,7.027101e8
6.021756e8,7.794132e8
2.481263e8,2.819059e8
5.940771e8,7.115287e8
6.3514e8,7.22838e8
6.001156e8,7.077482e8
2.416445e8,3.411458e8
5.942095e8,7.143964e8
7.005794e8,7.159608e8
5.975063e8,7.258345e8
2.390474e8,2.835907e8
5.944619e8,7.090235e8
6.130875e8,7.030544e8
5.943898e8,7.641894e8
2.5164180000000003e8,2.879637e8
5.952951e8,7.108571e8
6.399803e8,7.2175e8
5.971175e8,7.261037e8
2.373012e8,2.858646e8
5.972813e8,7.088927e8
5.868908e8,7.350267e8
6.620368e8,6.913802e8
2.410151e8,2.883158e8
6.022597e8,7.001196e8
6.454418e8,7.111647e8
6.224657e8,7.10523e8
2.350811e8,2.888591e8
5.993617e8,7.052639e8
6.280917e8,7.244852e8
6.389166e8,7.22668e8
2.382747e8,2.846099e8
6.021931e8,7.009703e8
6.034966e8,7.241852e8
6.211433e8,7.232047e8
2.368587e8,2.872562e8
6.307414e8,7.025365e8
6.02298e8,7.066437e8
5.918311e8,7.105968e8
2.387756e8,2.867628e8
6.113688e8,6.99092e8
7.556115e8,7.495258e8
6.464457e8,7.241068e8
